日期時間,土壤溫度 (°C),土壤濕度 (%),土壤導電度 (μS/cm),淋溶液水位 (mm),淋溶液導電度 (μS/cm),淋溶液溫度 (°C),雨量 (mm),左區日灌溉量(L),右區日灌溉量(L)
2017-04-09 04:00:02,26.7,21.4,0,10,0,25.2,0,0,0,
2017-04-09 05:00:00,26.5,21.4,0,10,0,25.1,0,0,0,
2017-04-09 06:00:01,26.3,21.4,0,11,0,25.2,0,0,0,
2017-04-09 07:00:02,26.1,21.4,0,11,0,25.2,0,0,0,
2017-04-09 08:00:02,26.1,21.4,0,11,0,25.2,0,0,0,
2017-04-09 09:00:00,25.9,21.4,0,10,0,25.1,0,0,0,
2017-04-09 10:00:01,25.9,21.4,0,11,0,25.2,0,0,0,
2017-04-09 11:00:01,26,21.4,0,11,0,25.2,0,4946,3489,
2017-04-09 12:00:01,26.3,21.5,0,11,0,25.2,0,0,298,
2017-04-09 13:00:00,26.6,21.6,0,9,0,25.2,0,0,0,
2017-04-09 14:00:01,26.9,21.6,0,11,0,25.2,0,0,794,
2017-04-09 15:00:02,27.2,21.6,0,10,0,25.2,0,0,0,
2017-04-09 16:00:00,27.5,21.7,0,10,0,25.2,0,0,0,
2017-04-09 17:00:00,27.8,21.7,0,11,0,25.2,0,0,0,
2017-04-09 18:00:01,28,21.8,0,11,0,25.2,0,0,0,
2017-04-09 19:00:02,28.2,21.8,0,11,0,25.2,0,5228,2553,
2017-04-09 20:00:01,28.2,21.8,0,11,0,25.2,0,0,0,
2017-04-09 21:00:02,28.1,21.8,0,10,0,25.2,0,0,0,
2017-04-09 22:00:00,28,21.8,0,10,0,25.2,0,0,0,
2017-04-09 23:00:01,27.8,21.8,0,11,0,25.2,0,0,0,
2017-04-10 00:00:02,27.7,21.8,0,12,0,25.2,0,0,0,
2017-04-10 01:00:01,27.5,21.8,0,10,0,25.2,0,0,0,
2017-04-10 02:00:02,27.3,21.8,0,11,0,25.2,0,0,0,
2017-04-10 03:00:02,27.1,21.8,0,10,0,25.2,0,0,0,
2017-04-10 04:00:00,27,21.8,0,10,0,25.2,0,0,0,
2017-04-10 05:00:01,26.9,21.7,0,10,0,25.2,0,0,0,
2017-04-10 06:00:02,26.7,21.8,0,10,0,25.2,0,3383,3819,
2017-04-10 07:00:00,26.6,21.7,0,11,0,25.2,0,1578,1816,
2017-04-10 08:00:00,26.5,21.7,0,9,0,25.2,0,860,0,
2017-04-10 09:00:03,26.4,21.7,0,10,0,25.2,0,698,1053,
2017-04-10 10:00:00,26.4,21.7,0,10,0,25.2,0,506,2074,
2017-04-10 11:00:00,26.5,21.7,0,9,0,25.2,0,1948,0,
2017-04-10 12:00:01,26.7,21.8,0,8,0,25.2,0,0,0,
2017-04-10 13:00:02,26.9,21.8,0,9,0,25.2,0,0,0,
2017-04-10 14:00:00,27.2,21.8,0,10,0,25.2,0,0,0,
2017-04-10 15:00:01,27.6,21.9,0,9,0,25.2,0,0,0,
2017-04-10 16:00:02,28,22,0,10,0,25.2,0,0,0,
2017-04-10 17:00:02,28.4,22,0,10,0,25.2,0,0,0,
